# comment: 'Exact matches only. Rows with object_id sssom:NoTermFound record a searched-and-not-found decision, not an absence of effort. semapv:CompositeMatching rows were adjudicated by an LLM over lexically retrieved candidates and carry the reason in `comment`; they are proposals for human review, not curated assertions. || REVIEW PROTOCOL. Reviewer: agent:claude-opus-5. Every row in this set was reviewed individually; no sampling. Each row carries reviewer_agreement (1.0 agree, 0.5 agree with reservations, 0.0 uncertain, -0.5 probably wrong, -1.0 definitely wrong) and curation_rule_text citing the rules the verdict rests on. Object identifiers were resolved against the target vocabulary rather than trusted from the input. CONFLATIONS PERMITTED: CM-005 (etiological vs phenomenological divergence) accepted only where cited per-row; no disease/phenotype conflation (CM-002) accepted; no CM-003, CM-006, CM-007 or CM-009 cases present. All 20 subjects are Mondo disease classes, so ST-006 holds throughout.. Curation rule registry: https://w3id.org/mondo/mapping-rules/ (core curation-rules.md plus the disease/phenotype pack rules-disease.md, family CM). NOTE: reviewer_agreement is a dev-spec SSSOM slot, absent from released sssom-schema 1.0.0; conformant parsers may drop the column. EVIDENCE CONSULTED: Mondo labels, exact synonyms, definitions, xrefs and hierarchical parents/children resolved live from EBI OLS4 (ontologies/mondo) on 2026-09-12; ICD-10-CM codes, current labels and full child lists resolved from the NLM Clinical Tables API (icd10cm/v3, FY2026 release); ICD-10 rubric inclusion notes read from the WHO ICD-10 2019 browser. Labels in the input file were NOT trusted and two were found stale (MONDO:0006835 is ''minimal change disease'', not ''lipoid nephrosis''; ICD10CM:D81.3 is now a category header, not the leaf ''Adenosine deaminase [ADA] deficiency''). SET-LEVEL DEFECTS: neither subject_source_version nor object_source_version is declared, so ST-003/ST-004 were checked against the current releases named above rather than a pinned version. ST-001 and ST-002 both clean: 20 distinct subjects, 20 distinct objects, no proxy or reverse proxy merges. NATURE OF THIS REVIEW: this is an AUTOMATED (AI) review by a language-model agent, NOT a human curator sign-off. It carries the same tier-3 status as the semapv:CompositeMatching rows it audits: EV-012 evidence, which does not by itself license a curated assertion. The 7 rows scored below 1.0 (one at -0.5, six at -1.0) REQUIRE HUMAN CONFIRMATION before the proposed predicate changes or rejections are acted on; they are flagged ''TBD:human-confirmation-required'' in issue_tracker_item. The 13 rows scored 1.0 are AI-endorsed proposals, not curated exact matches.'
# curie_map:
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   infores: https://w3id.org/information-resource-registry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_exactmatch
# mapping_set_title: Prioritised rare disease list, MONDO to ICD-10-CM exact matches
# mapping_set_version: 2026-09-12
# object_source: infores:icd10cm
# subject_source: infores:mondo
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_preprocessing	match_string	object_match_field	subject_type	object_type	comment	reviewer_id	reviewer_agreement	curation_rule_text	issue_tracker_item
MONDO:0009669	spinal muscular atrophy, type 1	skos:exactMatch	ICD10CM:G12.0	Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	ICD-10-CM G12.0 'Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]' denotes the same disease as SMA type 1, the eponym and the type number naming one entity. || REVIEW (agent): confirmed on EV-003 rather than model judgement alone -- ICD10CM:G12.0 'Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]' is a current leaf with no inclusion terms and no children, and 'infantile spinal muscular atrophy', 'spinal muscular atrophy, type I' and 'Werdnig-Hoffmann disease' are all Mondo exact synonyms of the subject; the eponym and the type number name one entity and the sibling codes G12.1, G12.8 and G12.9 absorb the other SMAs, so extensions coincide.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:EV-012 automated adjudication over retrieved candidates | maprule:PR-001 same real-world concept	
MONDO:0009675	autosomal recessive limb-girdle muscular dystrophy type 2A	skos:exactMatch	ICD10CM:G71.032	Autosomal recessive limb girdle muscular dystrophy due to calpain-3 dysfunction	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	primary calpainopathy	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent): ICD10CM:G71.032 is a current leaf among the gene-specific LGMD codes G71.031-G71.039 and carries 'Limb girdle muscular dystrophy type 2A', 'LGMD R1 calpain-3-related' and 'Primary calpainopathy' as inclusion terms, all of which are Mondo exact synonyms of MONDO:0009675; the object is gene-specific in the same way the subject is, so extensions coincide.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept | maprule:ST-003 object identifier must exist	
MONDO:0009697	Lafora disease	skos:exactMatch	ICD10CM:G40.C	Lafora progressive myoclonus epilepsy	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	ICD-10-CM G40.C 'Lafora progressive myoclonus epilepsy' denotes the same disease as Lafora disease; the ICD rubric spells out the progressive myoclonus epilepsy phenotype of the same entity. || REVIEW (agent): confirmed, and this is a genuine SC-007 case rather than a residual -- ICD10CM:G40.C 'Lafora progressive myoclonus epilepsy' is a valid non-billable subcategory whose entire subtree is G40.C0/G40.C1 and the four billable codes G40.C01, G40.C09, G40.C11, G40.C19, i.e. intractability and status-epilepticus encounter variants of the same disease (SC-005), so the rubric's extension is exactly Lafora disease; its inclusion term 'Lafora body disease' corresponds to the Mondo exact synonym 'Lafora body disorder'.	agent:claude-opus-5	1.0	maprule:SC-007 rubric coextensive with subject | maprule:SC-005 target finer than subject | maprule:EV-003 exact match on exact synonym | maprule:EV-012 automated adjudication over retrieved candidates | maprule:PR-001 same real-world concept	
MONDO:0009796	ornithine aminotransferase deficiency	skos:exactMatch	ICD10CM:H31.23	Gyrate atrophy, choroid	semapv:CompositeMatching	claude-opus-5	0.6000	agentic_review			owl class	owl class	ICD-10-CM H31.23 'Gyrate atrophy, choroid' names gyrate atrophy of the choroid and retina, which is the same disease entity as ornithine aminotransferase deficiency (an explicit Mondo synonym), whereas the alternative E72.4 'Disorders of ornithine metabolism' is a broader grouping. || REVIEW (agent): ICD10CM:H31.23 'Gyrate atrophy, choroid' is a current leaf among the hereditary choroidal dystrophies H31.20-H31.29 with no inclusion terms and no children, and 'gyrate atrophy of choroid and retina' and 'gyrate atrophy' are Mondo exact synonyms of the subject, so the actual evidence is EV-003 and stronger than the 0.6-confidence model adjudication recorded. Accepted with reservations: ICD individuates the ocular phenotype under retinal/choroidal dystrophy while Mondo individuates the enzyme deficiency under amino-acid metabolism, a CM-005 conflation that must be declared, and the code omits the retinal component named in the disease; the LLM's rejection of E72.4 'Disorders of ornithine metabolism' as broader is correct. HUMAN CONFIRMATION REQUIRED before acting on this verdict; proposed action: confirm the CM-005 conflation is acceptable for this use case.	agent:claude-opus-5	0.5	maprule:EV-003 exact match on exact synonym | maprule:CM-005 etiological vs phenomenological divergence | maprule:EV-012 automated adjudication over retrieved candidates | maprule:PR-001 same real-world concept	
MONDO:0009833	Shwachman-Diamond syndrome	skos:exactMatch	ICD10CM:D61.02	Shwachman-Diamond syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Shwachman-Diamond syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW (agent): ICD10CM:D61.02 'Shwachman-Diamond syndrome' is a current billable leaf under D61.0 (siblings D61.01, D61.03 Fanconi anemia, D61.09) with no inclusion terms and no children, and its title is identical to the Mondo primary label; extensions coincide and skos:exactMatch is correct.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:PR-001 same real-world concept | maprule:ST-003 object identifier must exist	
MONDO:0009852	hereditary intrinsic factor deficiency	skos:exactMatch	ICD10CM:D51.0	Vitamin B12 deficiency anemia due to intrinsic factor deficiency	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	congenital intrinsic factor deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent): ICD10CM:D51.0 'Vitamin B12 deficiency anemia due to intrinsic factor deficiency' is aetiology-agnostic about the cause of the intrinsic factor deficiency: its inclusion terms are 'Addison anemia', 'Biermer anemia', 'Pernicious (congenital) anemia' and 'Congenital intrinsic factor deficiency', so the rubric spans acquired autoimmune pernicious anaemia -- by far its commonest use -- as well as the hereditary form that is the subject. The object is broader and skos:broadMatch is correct; note that Mondo's separate class for pernicious anaemia would also land on D51.0, an ST-002 reverse proxy merge waiting to happen across batches. HUMAN CONFIRMATION REQUIRED before acting on this verdict; proposed action: re-predicate to skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:SC-006 subtype under type-agnostic rubric | maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass | maprule:EV-003 exact match on exact synonym	
MONDO:0009902	cutaneous porphyria	skos:exactMatch	ICD10CM:E80.0	Hereditary erythropoietic porphyria	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	congenital erythropoietic porphyria	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent:claude-opus-5): E80.0 'Hereditary erythropoietic porphyria' carries two inclusion terms naming two distinct diseases, congenital erythropoietic porphyria (the subject: UROS/Guenther, OMIM:263700) and erythropoietic protoporphyria, and the FY2026 alphabetic index routes both there, so the rubric is broader than the subject and skos:broadMatch would be the correct predicate.	agent:claude-opus-5	-1.0	maprule:EV-003 exact match on exact synonym | maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass	
MONDO:0010012	autoimmune polyendocrinopathy type 2	skos:exactMatch	ICD10CM:E31.0	Autoimmune polyglandular failure	semapv:LexicalMatching	rdi-lexmatch	0.9506	base_normalization|add_possessive	schmidt's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo synonym. || REVIEW (agent:claude-opus-5): E31.0 'Autoimmune polyglandular failure' lists Schmidt's syndrome as an inclusion term but is the type-agnostic rubric for autoimmune polyglandular failure: ICD-10-CM has no code for APS-1/APECED, which the index sends to E31.0 via 'Polyglandular deficiency', so the object is broader than autoimmune polyendocrinopathy type 2; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-004 match after declared lexical transformation | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass	
MONDO:0010079	Canavan disease	skos:exactMatch	ICD10CM:E75.28	Canavan disease	semapv:LexicalMatching	rdi-lexmatch	1.0000		Canavan disease	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW (agent:claude-opus-5): E75.28 'Canavan disease' is a single-disease code under E75.2 with no inclusion terms and no subdivisions, denoting the same aspartoacylase deficiency as MONDO:0010079.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:PR-001 same real-world concept	
MONDO:0010083	succinic semialdehyde dehydrogenase deficiency	skos:exactMatch	ICD10CM:E72.81	Disorders of gamma aminobutyric acid metabolism	semapv:LexicalMatching	rdi-lexmatch	0.9800		4-hydroxybutyric aciduria	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW (agent:claude-opus-5): E72.81 'Disorders of gamma aminobutyric acid metabolism' lists both succinic semialdehyde dehydrogenase deficiency and GABA-transaminase deficiency among its inclusion terms - two distinct diseases - so the rubric is a broader GABA-metabolism grouping and not the subject; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-003 exact match on exact synonym | maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass	
MONDO:0010088	mucosulfatidosis	skos:exactMatch	ICD10CM:E75.26	Sulfatase deficiency	semapv:CompositeMatching	claude-opus-5	0.7000	agentic_review			owl class	owl class	E75.26 'Sulfatase deficiency' is the ICD-10-CM rubric under which multiple sulfatase deficiency (Austin disease/mucosulfatidosis) is classified, single-sulfatase disorders such as metachromatic leukodystrophy having their own code, so the rubric denotes the same disease under a shortened name. || REVIEW (agent:claude-opus-5): Confirmed against the FY2026 tabular: E75.26 'Sulfatase deficiency' carries the single inclusion term 'Multiple sulfatase deficiency (MSD)' and has no subdivisions, metachromatic leukodystrophy being separately coded E75.25, so the rubric is coextensive with mucosulfatidosis and the LLM adjudication holds on independent checking.	agent:claude-opus-5	1.0	maprule:EV-012 automated adjudication over retrieved candidates | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
MONDO:0010134	Pendred syndrome	skos:exactMatch	ICD10CM:E07.1	Dyshormogenetic goiter	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	pendred's syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW (agent:claude-opus-5): E07.1 'Dyshormogenetic goiter' lists Pendred's syndrome alongside 'dyshormonogenetic goiter' and 'familial dyshormonogenetic goiter', the aetiology-agnostic genus that also absorbs the non-SLC26A4 thyroid dyshormonogenesis types, so the object is broader than Pendred syndrome; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-004 match after declared lexical transformation | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass	
MONDO:0010193	Weaver syndrome	skos:exactMatch	ICD10CM:Q87.3	Congenital malformation syndromes involving early overgrowth	semapv:LexicalMatching	rdi-lexmatch	1.0000		Weaver syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW (agent:claude-opus-5): Q87.3 'Congenital malformation syndromes involving early overgrowth' lists Beckwith-Wiedemann syndrome, Sotos syndrome and Weaver syndrome as inclusion terms, so it is a three-disease overgrowth rubric rather than Weaver syndrome; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-003 exact match on exact synonym | maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass	
MONDO:0010383	fragile X syndrome	skos:exactMatch	ICD10CM:Q99.2	Fragile X chromosome	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	fragile x syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent:claude-opus-5): Q99.2 carries 'Fragile X syndrome' as its sole inclusion term and has no subdivisions; the rubric title 'Fragile X chromosome' individuates the entity cytogenetically where Mondo individuates it clinically, a conflation this set permits, but the extension is the subject disease.	agent:claude-opus-5	1.0	maprule:EV-002 exact match on normalised label | maprule:SC-007 rubric coextensive with subject | maprule:CM-005 etiological vs phenomenological divergence | maprule:PR-001 same real-world concept	
MONDO:0010526	Fabry disease	skos:exactMatch	ICD10CM:E75.21	Fabry (-Anderson) disease	semapv:CompositeMatching	claude-opus-5	0.9800	agentic_review			owl class	owl class	E75.21 'Fabry (-Anderson) disease' names exactly the same alpha-galactosidase A deficiency disease as the Mondo term, with the Anderson eponym being house-style naming of the same entity. || REVIEW (agent:claude-opus-5): Confirmed against the FY2026 tabular: E75.21 'Fabry (-Anderson) disease' is a single-disease code with no inclusion terms or subdivisions, and Mondo carries 'Anderson-Fabry disease' as an exact synonym, so the eponym variance is naming only.	agent:claude-opus-5	1.0	maprule:EV-012 automated adjudication over retrieved candidates | maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept	
MONDO:0010619	X-linked dominant hypophosphatemic rickets	skos:exactMatch	ICD10CM:E83.31	Familial hypophosphatemia	semapv:LexicalMatching	rdi-lexmatch	0.9310	base_normalization|comma_inversion	vitamin d-resistant rickets	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo synonym. || REVIEW (agent:claude-opus-5): E83.31 'Familial hypophosphatemia' (inclusion terms 'vitamin D-resistant rickets' and 'vitamin D-resistant osteomalacia') is the genus rubric: ICD-10-CM carves out only ARHR type 2 as E83.822, leaving autosomal dominant hypophosphatemic rickets and HHRH at E83.31 alongside XLH, so the object is broader; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-004 match after declared lexical transformation | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass	
MONDO:0010627	X-linked lymphoproliferative syndrome	skos:exactMatch	ICD10CM:D82.3	Immunodeficiency following hereditary defective response to Epstein-Barr virus	semapv:LexicalMatching	rdi-lexmatch	0.8800	base_normalization|syndrome_to_disease	x-linked lymphoproliferative disease	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW (agent:claude-opus-5): D82.3 carries 'X-linked lymphoproliferative disease' as its inclusion term and ICD-10-CM has no separate code for XIAP deficiency, so its extension does cover the subject's two children (SH2D1A- and XIAP-related XLP); reservation: the rubric individuates by defective Epstein-Barr virus response, which does not characterise XLP2, so the coextension is practical rather than definitional and a curator should confirm it.	agent:claude-opus-5	0.5	maprule:EV-004 match after declared lexical transformation | maprule:SC-007 rubric coextensive with subject | maprule:CM-005 etiological vs phenomenological divergence | maprule:PR-001 same real-world concept	
MONDO:0010645	oculocerebrorenal syndrome	skos:exactMatch	ICD10CM:E72.03	Lowe's syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9506	base_normalization|add_possessive	lowe's syndrome	rdfs:label	owl class	owl class	Lexical tier surgery on the Mondo synonym. || REVIEW (agent:claude-opus-5): E72.03 'Lowe's syndrome' is a single-disease code under E72.0 with no inclusion terms or subdivisions and denotes the same OCRL-related oculocerebrorenal syndrome as the subject, whose exact synonyms include 'Lowe syndrome'.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept	
MONDO:0010703	ornithine carbamoyltransferase deficiency	skos:exactMatch	ICD10CM:E72.4	Disorders of ornithine metabolism	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	ornithine transcarbamylase deficiency	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent:claude-opus-5): E72.4 'Disorders of ornithine metabolism' lists three distinct diseases as inclusion terms - ornithine transcarbamylase deficiency, ornithinemia types I and II, and hyperammonemia-hyperornithinemia-homocitrullinemia syndrome - so it is a broader pathway rubric; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-003 exact match on exact synonym | maprule:SC-004 disjunctive rubric | maprule:PR-003 object is a superclass	
MONDO:0010714	Pelizaeus-Merzbacher spectrum disorder	skos:exactMatch	ICD10CM:E75.27	Pelizaeus-Merzbacher disease	semapv:LexicalMatching	rdi-lexmatch	0.9800		Pelizaeus-Merzbacher disease	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW (agent:claude-opus-5): E75.27 'Pelizaeus-Merzbacher disease' has no inclusion terms and no subdivisions, and the subject's Mondo children are exclusively PMD forms (connatal, classic, transitional, female carriers, PLP1 null syndrome), so the extensions coincide despite the Mondo label reading 'spectrum disorder'.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:SC-007 rubric coextensive with subject | maprule:PR-001 same real-world concept	
MONDO:0010726	Rett syndrome	skos:exactMatch	ICD10CM:F84.2	Rett's syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	rett's syndrome	rdfs:label	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW (agent:claude-opus-5): F84.2 'Rett's syndrome' differs from the Mondo label only by the ICD possessive, has no subdivisions, and its excludes1 notes fence it off from the other F84 pervasive developmental disorders, so it denotes the same disease.	agent:claude-opus-5	1.0	maprule:EV-004 match after declared lexical transformation | maprule:PR-001 same real-world concept	
MONDO:0010771	histiocytoid cardiomyopathy	skos:exactMatch	ICD10CM:I42.4	Endocardial fibroelastosis	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	congenital cardiomyopathy	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent:claude-opus-5): I42.4 'Endocardial fibroelastosis' is a different disease; the hit rests entirely on Mondo's loose synonym 'congenital cardiomyopathy' colliding with an I42.4 inclusion term of the same words, and FY2026 ICD-10-CM has no code for histiocytoid cardiomyopathy, so sssom:NoTermFound is the correct record rather than any predicate.	agent:claude-opus-5	-1.0	maprule:EV-006 lexical similarity only | maprule:RJ-003 homonym | maprule:RJ-001 no candidate found	
MONDO:0010788	Leber hereditary optic neuropathy	skos:exactMatch	ICD10CM:H47.22	Hereditary optic atrophy	semapv:LexicalMatching	rdi-lexmatch	0.9506	base_normalization|add_possessive	leber's optic atrophy	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo synonym. || REVIEW (agent:claude-opus-5): H47.22 'Hereditary optic atrophy' names only Leber's optic atrophy as an inclusion term, but the FY2026 alphabetic index routes all hereditary optic atrophy there ('Atrophy, optic (hereditary) H47.22'), so autosomal dominant OPA1/Kjer optic atrophy shares the code and the object is broader than LHON; skos:broadMatch.	agent:claude-opus-5	-1.0	maprule:EV-004 match after declared lexical transformation | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass	
MONDO:0011429	juvenile idiopathic arthritis	skos:exactMatch	ICD10CM:M08	Juvenile arthritis	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	ICD-10-CM M08 'Juvenile arthritis' is the rubric for the same disease; 'idiopathic' versus the ICD wording is naming style, not a difference in extension. || REVIEW (agent:claude-opus-5): M08 'Juvenile arthritis' is a three-character category rather than an assignable code, and its extension only overlaps the subject's: its excludes1 sends psoriatic juvenile arthropathy to L40.54 while Mondo places psoriasis-related JIA under juvenile idiopathic arthritis, and M08.1 juvenile ankylosing spondylitis is not a Mondo JIA child, so skos:closeMatch is the honest predicate; a curator should also decide whether a non-billable category is an acceptable target at all.	agent:claude-opus-5	-0.5	maprule:EV-012 automated adjudication over retrieved candidates | maprule:SC-004 disjunctive rubric | maprule:PR-004 object is a sibling	
MONDO:0011479	postural orthostatic tachycardia syndrome	skos:exactMatch	ICD10CM:G90.A	Postural orthostatic tachycardia syndrome [POTS]	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	postural orthostatic tachycardia syndrome	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo label. || REVIEW (agent:claude-opus-5): The subject_label in this file is stale: MONDO:0011479 is 'postural orthostatic tachycardia syndrome due to NET deficiency' (OMIM:604715, SLC6A2), a single genetic subtype, and the matched string is only a legacy Mondo synonym, whereas G90.A is the aetiology-agnostic clinical syndrome and additionally includes chronic orthostatic intolerance, so the object is broader; skos:broadMatch, and a generic POTS Mondo class would be the right subject for an exact match.	agent:claude-opus-5	-1.0	maprule:EV-002 exact match on normalised label | maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass	
MONDO:0011612	glycine encephalopathy	skos:exactMatch	ICD10CM:E72.51	Non-ketotic hyperglycinemia	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	non-ketotic hyperglycinemia	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym. || REVIEW (agent:claude-opus-5): E72.51 'Non-ketotic hyperglycinemia' matches the subject's exact synonym, has no subdivisions, and is distinct from the E72.50 'unspecified' and E72.59 'other' residuals in the same subcategory, so it denotes glycine encephalopathy itself.	agent:claude-opus-5	1.0	maprule:EV-003 exact match on exact synonym | maprule:PR-001 same real-world concept	
MONDO:0011652	Phelan-McDermid syndrome	skos:exactMatch	ICD10CM:Q93.52	Phelan-McDermid syndrome	semapv:LexicalMatching	rdi-lexmatch	1.0000		Phelan-McDermid syndrome	rdfs:label	owl class	owl class	Lexical tier raw_exact on the Mondo label. || REVIEW: ICD10CM:Q93.52 'Phelan-McDermid syndrome' is a current specific leaf under Q93.5 (siblings Q93.51 Angelman, Q93.59 other deletions) with inclusion term '22q13.3 deletion syndrome'; same entity as MONDO:0011652 and primary labels identical.	agent:claude-opus-5	1.0	maprule:EV-001 exact match on primary label | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0011724	encephalopathy due to GLUT1 deficiency	skos:exactMatch	ICD10CM:E74.810	Glucose transporter protein type 1 deficiency	semapv:LexicalMatching	rdi-lexmatch	0.8624	base_normalization|disease_to_syndrome	de vivo syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier surgery on the Mondo synonym. || REVIEW: The FY2026 ICD-10-CM tabular lists BOTH 'GLUT1 deficiency syndrome 1, infantile onset' AND 'GLUT1 deficiency syndrome 2, childhood onset' as inclusion terms of ICD10CM:E74.810, so the code is type-agnostic across the whole GLUT1 deficiency spectrum, while MONDO:0011724 is GLUT1DS1 only, a child of MONDO:0000188 'GLUT1 deficiency syndrome' alongside MONDO:0012805 GLUT1DS2. The exact-match target is MONDO:0000188; this row should be skos:broadMatch. The lexical justification itself does check out (E74.810 carries 'De Vivo syndrome' as an inclusion term, so this is EV-003 rather than the EV-004 the file implies) -- it simply matched a synonym Mondo has misattached to the subtype. || ACTION FOR HUMAN CURATOR: retarget E74.810 to MONDO:0000188 or downgrade predicate to skos:broadMatch	agent:claude-opus-5	-1.0	maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:EV-003 exact match on exact synonym | maprule:EV-008 hierarchical corroboration	
MONDO:0011758	Hurler syndrome	skos:exactMatch	ICD10CM:E76.01	Hurler's syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	hurler's syndrome	rdfs:label	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW: ICD10CM:E76.01 'Hurler's syndrome' is current and sits beside E76.02 Hurler-Scheie and E76.03 Scheie's under E76.0 MPS type I, so it denotes MPS IH alone -- exactly MONDO:0011758. Only the possessive differs, a declared non-semantic transformation.	agent:claude-opus-5	1.0	maprule:EV-004 match after declared lexical transformation | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0011760	Scheie syndrome	skos:exactMatch	ICD10CM:E76.03	Scheie's syndrome	semapv:LexicalMatching	rdi-lexmatch	0.9700	base_normalization|add_possessive	scheie's syndrome	rdfs:label	owl class	owl class	Lexical tier surgery on the Mondo label. || REVIEW: ICD10CM:E76.03 'Scheie's syndrome' is current and distinct from E76.01 and E76.02 under E76.0 MPS type I, so it denotes MPS IS alone -- exactly MONDO:0011760. Possessive only.	agent:claude-opus-5	1.0	maprule:EV-004 match after declared lexical transformation | maprule:ST-003 object identifier must exist | maprule:PR-001 same real-world concept	
MONDO:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	skos:exactMatch	ICD10CM:G11.5	Hypomyelination - hypogonadotropic hypogonadism - hypodontia	semapv:LexicalMatching	rdi-lexmatch	0.9800		4H syndrome	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym. || REVIEW: ICD10CM:G11.5 carries the inclusion terms '4H syndrome' AND 'Pol III-related leukodystrophy' in the FY2026 tabular, so the code is the gene-agnostic POLR3-related leukodystrophy rubric. MONDO:0011897 is POLR3A-specific HLD7 (Mondo parent MONDO:0700276 POLR3A-related disorder), with a POLR3B sibling MONDO:0013722 HLD8 carrying the same 'with or without oligodontia and/or hypogonadotropic hypogonadism' phenotype. The exact target is MONDO:0700282 / MONDO:0100605 POLR3-related leukodystrophy; this row should be skos:broadMatch. The match rests only on Mondo having attached the generic synonym '4H syndrome' to one gene-specific subtype. || ACTION FOR HUMAN CURATOR: retarget G11.5 to MONDO:0700282 POLR3-related leukodystrophy	agent:claude-opus-5	-1.0	maprule:SC-006 subtype under type-agnostic rubric | maprule:PR-003 object is a superclass | maprule:EV-006 lexical similarity only | maprule:EV-008 hierarchical corroboration	
